municipality_code,municipality,date,population_density,population,area_m2
08325024GEMI,Hardt,2022-12-31,234,2486,10604810
08325024GEMI,Hardt,2023-12-31,235,2487,10604814
08325024GEMI,Hardt,2024-12-31,234,2484,10604811
08325036GEMI,Lauterbach,2022-12-31,138,2765,19965138
08325036GEMI,Lauterbach,2023-12-31,139,2767,19965139
08325036GEMI,Lauterbach,2024-12-31,135,2700,19965138
08325045GEMI,"Oberndorf am Neckar, Stadt",2022-12-31,262,14644,55924505
08325045GEMI,"Oberndorf am Neckar, Stadt",2023-12-31,262,14669,55924502
08325045GEMI,"Oberndorf am Neckar, Stadt",2024-12-31,266,14853,55924504
08325049GEMI,"Rottweil, Stadt",2022-12-31,348,24943,71758625
08325049GEMI,"Rottweil, Stadt",2023-12-31,348,24977,71758633
08325049GEMI,"Rottweil, Stadt",2024-12-31,348,24985,71758628
08325050GEMI,Schenkenzell,2022-12-31,45,1915,42138836
08325050GEMI,Schenkenzell,2023-12-31,45,1882,42138837
08325050GEMI,Schenkenzell,2024-12-31,43,1814,42138817
08325051GEMI,"Schiltach, Stadt",2022-12-31,106,3633,34213818
08325051GEMI,"Schiltach, Stadt",2023-12-31,105,3595,34213860
08325051GEMI,"Schiltach, Stadt",2024-12-31,103,3517,34213867
08325053GEMI,"Schramberg, Stadt",2022-12-31,254,20505,80698902
08325053GEMI,"Schramberg, Stadt",2023-12-31,255,20613,80698944
08325053GEMI,"Schramberg, Stadt",2024-12-31,255,20610,80698941
08325057GEMI,"Sulz am Neckar, Stadt",2022-12-31,145,12740,87623422
08325057GEMI,"Sulz am Neckar, Stadt",2023-12-31,146,12777,87623420
08325057GEMI,"Sulz am Neckar, Stadt",2024-12-31,147,12847,87623419
08325060GEMI,Villingendorf,2022-12-31,358,3343,9327616
08325060GEMI,Villingendorf,2023-12-31,358,3335,9327615
08325060GEMI,Villingendorf,2024-12-31,362,3377,9327617
08325061GEMI,Vöhringen,2022-12-31,179,4417,24708810
08325061GEMI,Vöhringen,2023-12-31,183,4531,24708812
08325061GEMI,Vöhringen,2024-12-31,181,4462,24708812
08325064GEMI,Wellendingen,2022-12-31,189,3310,17477094
08325064GEMI,Wellendingen,2023-12-31,189,3298,17477093
08325064GEMI,Wellendingen,2024-12-31,190,3317,17477092
08325069GEMI,Zimmern ob Rottweil,2022-12-31,188,6350,33759986
08325069GEMI,Zimmern ob Rottweil,2023-12-31,188,6358,33760020
08325069GEMI,Zimmern ob Rottweil,2024-12-31,186,6296,33760208
08325070GEMI,Fluorn-Winzeln,2022-12-31,125,3085,24597008
08325070GEMI,Fluorn-Winzeln,2023-12-31,126,3105,24597007
08325070GEMI,Fluorn-Winzeln,2024-12-31,124,3052,24597005
08325071GEMI,Eschbronn,2022-12-31,189,2075,10976477
08325071GEMI,Eschbronn,2023-12-31,191,2098,10976489
08325071GEMI,Eschbronn,2024-12-31,190,2085,10975821
08325072GEMI,Deißlingen,2022-12-31,192,6167,32149509
08325072GEMI,Deißlingen,2023-12-31,193,6205,32149513
08325072GEMI,Deißlingen,2024-12-31,193,6208,32149513
08326003GEMI,"Bad Dürrheim, Stadt",2022-12-31,211,13077,62078290
08326003GEMI,"Bad Dürrheim, Stadt",2023-12-31,213,13216,62078257
08326003GEMI,"Bad Dürrheim, Stadt",2024-12-31,212,13149,62078256
08326005GEMI,"Blumberg, Stadt",2022-12-31,101,9992,98716478
08326005GEMI,"Blumberg, Stadt",2023-12-31,102,10063,98716482
08326005GEMI,"Blumberg, Stadt",2024-12-31,101,10003,98716679
08326006GEMI,"Bräunlingen, Stadt",2022-12-31,92,5733,62136442
08326006GEMI,"Bräunlingen, Stadt",2023-12-31,93,5782,62136445
08326006GEMI,"Bräunlingen, Stadt",2024-12-31,93,5784,62136435
08326010GEMI,Dauchingen,2022-12-31,384,3849,10034808
08326010GEMI,Dauchingen,2023-12-31,381,3821,10034802
08326010GEMI,Dauchingen,2024-12-31,379,3800,10034804
08326012GEMI,"Donaueschingen, Stadt",2022-12-31,209,21904,104689952
08326012GEMI,"Donaueschingen, Stadt",2023-12-31,208,21786,104689988
08326012GEMI,"Donaueschingen, Stadt",2024-12-31,208,21790,104689965
08326017GEMI,"Furtwangen im Schwarzwald, Stadt",2022-12-31,102,8439,82571539
08326017GEMI,"Furtwangen im Schwarzwald, Stadt",2023-12-31,103,8469,82571538
08326017GEMI,"Furtwangen im Schwarzwald, Stadt",2024-12-31,102,8420,82571541
08326020GEMI,Gütenbach,2022-12-31,57,1056,18491476
08326020GEMI,Gütenbach,2023-12-31,56,1044,18491963
08326020GEMI,Gütenbach,2024-12-31,55,1025,18491964
08326027GEMI,"Hüfingen, Stadt",2022-12-31,135,7879,58532684
08326027GEMI,"Hüfingen, Stadt",2023-12-31,136,7973,58532681
08326027GEMI,"Hüfingen, Stadt",2024-12-31,138,8060,58532674
08326031GEMI,Königsfeld im Schwarzwald,2022-12-31,147,5907,40196672
08326031GEMI,Königsfeld im Schwarzwald,2023-12-31,147,5906,40196612
08326031GEMI,Königsfeld im Schwarzwald,2024-12-31,148,5960,40196630
08326037GEMI,Mönchweiler,2022-12-31,291,2780,9562879
08326037GEMI,Mönchweiler,2023-12-31,292,2792,9562878
08326037GEMI,Mönchweiler,2024-12-31,289,2766,9562878
08326041GEMI,Niedereschach,2022-12-31,176,5813,33083669
08326041GEMI,Niedereschach,2023-12-31,179,5911,33083628
08326041GEMI,Niedereschach,2024-12-31,177,5857,33083630
08326052GEMI,"St. Georgen im Schwarzwald, Stadt",2022-12-31,206,12325,59848239
08326052GEMI,"St. Georgen im Schwarzwald, Stadt",2023-12-31,207,12407,59848237
08326052GEMI,"St. Georgen im Schwarzwald, Stadt",2024-12-31,206,12301,59848237
08326054GEMI,Schönwald im Schwarzwald,2022-12-31,91,2532,27804273
08326054GEMI,Schönwald im Schwarzwald,2023-12-31,94,2600,27804272
08326054GEMI,Schönwald im Schwarzwald,2024-12-31,92,2566,27804269
08326055GEMI,Schonach im Schwarzwald,2022-12-31,106,3883,36705836
08326055GEMI,Schonach im Schwarzwald,2023-12-31,106,3879,36705837
08326055GEMI,Schonach im Schwarzwald,2024-12-31,104,3800,36705835
08326060GEMI,"Triberg im Schwarzwald, Stadt",2022-12-31,135,4500,33328426
08326060GEMI,"Triberg im Schwarzwald, Stadt",2023-12-31,140,4658,33328425
08326060GEMI,"Triberg im Schwarzwald, Stadt",2024-12-31,137,4580,33328421
08326061GEMI,Tuningen,2022-12-31,198,3079,15588122
08326061GEMI,Tuningen,2023-12-31,202,3142,15588124
08326061GEMI,Tuningen,2024-12-31,211,3292,15588124
08326065GEMI,Unterkirnach,2022-12-31,193,2536,13166359
08326065GEMI,Unterkirnach,2023-12-31,190,2502,13166514
08326065GEMI,Unterkirnach,2024-12-31,187,2466,13166608
08326068GEMI,"Vöhrenbach, Stadt",2022-12-31,51,3609,70467971
08326068GEMI,"Vöhrenbach, Stadt",2023-12-31,51,3621,70467974
08326068GEMI,"Vöhrenbach, Stadt",2024-12-31,52,3631,70467966
08326074GEMI,"Villingen-Schwenningen, Stadt",2022-12-31,534,88337,165532296
08326074GEMI,"Villingen-Schwenningen, Stadt",2023-12-31,539,89286,165532376
08326074GEMI,"Villingen-Schwenningen, Stadt",2024-12-31,542,89756,165532062
08326075GEMI,Brigachtal,2022-12-31,222,5063,22799046
08326075GEMI,Brigachtal,2023-12-31,222,5064,22799037
08326075GEMI,Brigachtal,2024-12-31,222,5059,22798980
08327002GEMI,Aldingen,2022-12-31,348,7707,22171670
08327002GEMI,Aldingen,2023-12-31,350,7761,22171669
08327002GEMI,Aldingen,2024-12-31,354,7858,22171672
08327004GEMI,Bärenthal,2022-12-31,39,495,12693481
08327004GEMI,Bärenthal,2023-12-31,38,485,12693399
08327004GEMI,Bärenthal,2024-12-31,38,487,12693401
08327005GEMI,Balgheim,2022-12-31,168,1280,7610727
08327005GEMI,Balgheim,2023-12-31,169,1288,7610726
08327005GEMI,Balgheim,2024-12-31,173,1317,7610727
08327006GEMI,Böttingen,2022-12-31,88,1428,16314186
08327006GEMI,Böttingen,2023-12-31,89,1449,16314186
08327006GEMI,Böttingen,2024-12-31,88,1438,16314190
08327007GEMI,Bubsheim,2022-12-31,177,1466,8291245
08327007GEMI,Bubsheim,2023-12-31,174,1443,8291244
08327007GEMI,Bubsheim,2024-12-31,174,1446,8291244
08327008GEMI,Buchheim,2022-12-31,41,750,18299961
08327008GEMI,Buchheim,2023-12-31,42,762,18299960
08327008GEMI,Buchheim,2024-12-31,42,777,18299960
08327009GEMI,Deilingen,2022-12-31,173,1890,10914112
08327009GEMI,Deilingen,2023-12-31,174,1898,10914112
08327009GEMI,Deilingen,2024-12-31,172,1877,10914114
08327010GEMI,Denkingen,2022-12-31,198,2974,15031004
08327010GEMI,Denkingen,2023-12-31,200,3003,15031003
08327010GEMI,Denkingen,2024-12-31,198,2979,15031003
08327011GEMI,Dürbheim,2022-12-31,116,1724,14821627
08327011GEMI,Dürbheim,2023-12-31,117,1739,14821626
08327011GEMI,Dürbheim,2024-12-31,117,1735,14821628
08327012GEMI,Durchhausen,2022-12-31,115,1036,8995086
08327012GEMI,Durchhausen,2023-12-31,117,1049,8995076
08327012GEMI,Durchhausen,2024-12-31,118,1063,8995076
08327013GEMI,Egesheim,2022-12-31,84,644,7666551
08327013GEMI,Egesheim,2023-12-31,83,635,7666551
08327013GEMI,Egesheim,2024-12-31,85,652,7666551
08327016GEMI,"Fridingen an der Donau, Stadt",2022-12-31,141,3159,22468619
08327016GEMI,"Fridingen an der Donau, Stadt",2023-12-31,142,3201,22468620
08327016GEMI,"Fridingen an der Donau, Stadt",2024-12-31,141,3157,22468620
08327017GEMI,Frittlingen,2022-12-31,244,2144,8790479
08327017GEMI,Frittlingen,2023-12-31,244,2144,8790478
08327017GEMI,Frittlingen,2024-12-31,242,2127,8790480
08327018GEMI,"Geisingen, Stadt",2022-12-31,86,6340,73749070
08327018GEMI,"Geisingen, Stadt",2023-12-31,84,6215,73749068
08327018GEMI,"Geisingen, Stadt",2024-12-31,84,6225,73749087
08327019GEMI,Gosheim,2022-12-31,400,3729,9320079
08327019GEMI,Gosheim,2023-12-31,402,3745,9320078
08327019GEMI,Gosheim,2024-12-31,399,3720,9320080
08327020GEMI,Gunningen,2022-12-31,141,769,5439812
08327020GEMI,Gunningen,2023-12-31,142,772,5439823
08327020GEMI,Gunningen,2024-12-31,142,773,5439823
08327023GEMI,Hausen ob Verena,2022-12-31,140,820,5874774
08327023GEMI,Hausen ob Verena,2023-12-31,143,838,5874775
08327023GEMI,Hausen ob Verena,2024-12-31,142,837,5874775
08327025GEMI,Immendingen,2022-12-31,87,6432,74054742
08327025GEMI,Immendingen,2023-12-31,87,6429,74054742
08327025GEMI,Immendingen,2024-12-31,89,6585,74054735
08327027GEMI,Irndorf,2022-12-31,47,679,14558999
08327027GEMI,Irndorf,2023-12-31,47,681,14558999
08327027GEMI,Irndorf,2024-12-31,47,683,14559000
08327029GEMI,Königsheim,2022-12-31,136,593,4366990
08327029GEMI,Königsheim,2023-12-31,139,607,4366991
08327029GEMI,Königsheim,2024-12-31,142,621,4366993
08327030GEMI,Kolbingen,2022-12-31,76,1252,16498633
08327030GEMI,Kolbingen,2023-12-31,74,1223,16498612
08327030GEMI,Kolbingen,2024-12-31,74,1225,16498613
08327033GEMI,Mahlstetten,2022-12-31,69,839,12199186
08327033GEMI,Mahlstetten,2023-12-31,68,834,12199185
08327033GEMI,Mahlstetten,2024-12-31,67,812,12199184
08327036GEMI,"Mühlheim an der Donau, Stadt",2022-12-31,170,3701,21735093
08327036GEMI,"Mühlheim an der Donau, Stadt",2023-12-31,168,3645,21735089
08327036GEMI,"Mühlheim an der Donau, Stadt",2024-12-31,168,3649,21735095
08327038GEMI,Neuhausen ob Eck,2022-12-31,87,4025,46252161
08327038GEMI,Neuhausen ob Eck,2023-12-31,91,4211,46252046
08327038GEMI,Neuhausen ob Eck,2024-12-31,91,4206,46252046
08327040GEMI,Reichenbach am Heuberg,2022-12-31,77,467,6104011
08327040GEMI,Reichenbach am Heuberg,2023-12-31,74,450,6104011
08327040GEMI,Reichenbach am Heuberg,2024-12-31,74,453,6104010
08327041GEMI,Renquishausen,2022-12-31,99,760,7711975
08327041GEMI,Renquishausen,2023-12-31,102,786,7711997
08327041GEMI,Renquishausen,2024-12-31,107,826,7711995
08327046GEMI,"Spaichingen, Stadt",2022-12-31,727,13457,18503025
08327046GEMI,"Spaichingen, Stadt",2023-12-31,742,13728,18503026
08327046GEMI,"Spaichingen, Stadt",2024-12-31,741,13714,18503028
08327048GEMI,Talheim,2022-12-31,97,1275,13115873
08327048GEMI,Talheim,2023-12-31,100,1306,13115873
08327048GEMI,Talheim,2024-12-31,102,1334,13115872
08327049GEMI,"Trossingen, Stadt",2022-12-31,714,17287,24204728
08327049GEMI,"Trossingen, Stadt",2023-12-31,721,17463,24204729
08327049GEMI,"Trossingen, Stadt",2024-12-31,723,17489,24204730
08327050GEMI,"Tuttlingen, Stadt",2022-12-31,407,36831,90448557
08327050GEMI,"Tuttlingen, Stadt",2023-12-31,411,37167,90448556
08327050GEMI,"Tuttlingen, Stadt",2024-12-31,410,37109,90448567
08327051GEMI,Wehingen,2022-12-31,249,3629,14587383
08327051GEMI,Wehingen,2023-12-31,254,3708,14587383
08327051GEMI,Wehingen,2024-12-31,254,3703,14587383
08327054GEMI,Wurmlingen,2022-12-31,255,3929,15417181
08327054GEMI,Wurmlingen,2023-12-31,256,3948,15417181
08327054GEMI,Wurmlingen,2024-12-31,256,3949,15417184
08327055GEMI,Seitingen-Oberflacht,2022-12-31,131,2577,19648590
08327055GEMI,Seitingen-Oberflacht,2023-12-31,134,2624,19648590
08327055GEMI,Seitingen-Oberflacht,2024-12-31,130,2564,19648591
08327056GEMI,Rietheim-Weilheim,2022-12-31,240,2870,11981334
08327056GEMI,Rietheim-Weilheim,2023-12-31,245,2935,11981333
08327056GEMI,Rietheim-Weilheim,2024-12-31,247,2962,11981334
08327057GEMI,Emmingen-Liptingen,2022-12-31,87,4719,54540961
08327057GEMI,Emmingen-Liptingen,2023-12-31,88,4783,54540961
08327057GEMI,Emmingen-Liptingen,2024-12-31,89,4856,54540956
08335001GEMI,"Aach, Stadt",2022-12-31,218,2324,10680775
08335001GEMI,"Aach, Stadt",2023-12-31,222,2368,10680776
08335001GEMI,"Aach, Stadt",2024-12-31,223,2377,10680779
08335002GEMI,Allensbach,2022-12-31,274,7265,26531353
08335002GEMI,Allensbach,2023-12-31,277,7358,26530372
08335002GEMI,Allensbach,2024-12-31,277,7353,26530368
08335015GEMI,Büsingen am Hochrhein,2022-12-31,184,1405,7624209
08335015GEMI,Büsingen am Hochrhein,2023-12-31,189,1444,7624206
08335015GEMI,Büsingen am Hochrhein,2024-12-31,189,1440,7624207
08335021GEMI,Eigeltingen,2022-12-31,66,3885,59272022
08335021GEMI,Eigeltingen,2023-12-31,66,3920,59272018
08335021GEMI,Eigeltingen,2024-12-31,64,3821,59272040
08335022GEMI,"Engen, Stadt",2022-12-31,159,11234,70560918
08335022GEMI,"Engen, Stadt",2023-12-31,160,11315,70560914
08335022GEMI,"Engen, Stadt",2024-12-31,160,11311,70560922
08335025GEMI,Gaienhofen,2022-12-31,265,3322,12518081
08335025GEMI,Gaienhofen,2023-12-31,268,3351,12518080
08335025GEMI,Gaienhofen,2024-12-31,266,3334,12518085
08335026GEMI,Gailingen am Hochrhein,2022-12-31,224,2947,13175588
08335026GEMI,Gailingen am Hochrhein,2023-12-31,228,3002,13175588
08335026GEMI,Gailingen am Hochrhein,2024-12-31,231,3044,13175590
08335028GEMI,Gottmadingen,2022-12-31,456,10754,23575932
08335028GEMI,Gottmadingen,2023-12-31,461,10871,23575932
08335028GEMI,Gottmadingen,2024-12-31,461,10871,23575935
08335035GEMI,Hilzingen,2022-12-31,170,9026,53019841
08335035GEMI,Hilzingen,2023-12-31,173,9175,53019843
08335035GEMI,Hilzingen,2024-12-31,173,9196,53019843
08335043GEMI,"Konstanz, Universitätsstadt",2022-12-31,1607,86937,54115041
08335043GEMI,"Konstanz, Universitätsstadt",2023-12-31,1606,86898,54115027
08335043GEMI,"Konstanz, Universitätsstadt",2024-12-31,1606,86919,54115031
08335055GEMI,Moos,2022-12-31,238,3416,14371872
08335055GEMI,Moos,2023-12-31,239,3439,14371836
08335055GEMI,Moos,2024-12-31,238,3417,14371836
08335057GEMI,Mühlingen,2022-12-31,82,2674,32673400
08335057GEMI,Mühlingen,2023-12-31,83,2709,32673401
08335057GEMI,Mühlingen,2024-12-31,83,2720,32673370
08335061GEMI,Öhningen,2022-12-31,129,3629,28179316
08335061GEMI,Öhningen,2023-12-31,127,3589,28179316
08335061GEMI,Öhningen,2024-12-31,126,3559,28179313
08335063GEMI,"Radolfzell am Bodensee, Stadt",2022-12-31,530,31059,58548027
08335063GEMI,"Radolfzell am Bodensee, Stadt",2023-12-31,540,31608,58547828
08335063GEMI,"Radolfzell am Bodensee, Stadt",2024-12-31,542,31734,58547826
08335066GEMI,Reichenau,2022-12-31,407,5179,12713774
08335066GEMI,Reichenau,2023-12-31,412,5234,12713797
08335066GEMI,Reichenau,2024-12-31,408,5189,12713800
08335075GEMI,"Singen (Hohentwiel), Stadt",2022-12-31,764,47171,61768743
08335075GEMI,"Singen (Hohentwiel), Stadt",2023-12-31,765,47263,61768605
08335075GEMI,"Singen (Hohentwiel), Stadt",2024-12-31,771,47621,61768596
08335077GEMI,Steißlingen,2022-12-31,204,4996,24523016
08335077GEMI,Steißlingen,2023-12-31,207,5069,24523016
08335077GEMI,Steißlingen,2024-12-31,209,5133,24523018
08335079GEMI,"Stockach, Stadt",2022-12-31,253,17672,69731387
08335079GEMI,"Stockach, Stadt",2023-12-31,252,17599,69731388
08335079GEMI,"Stockach, Stadt",2024-12-31,253,17646,69731392
08335080GEMI,"Tengen, Stadt",2022-12-31,77,4785,62034501
08335080GEMI,"Tengen, Stadt",2023-12-31,78,4820,62034502
08335080GEMI,"Tengen, Stadt",2024-12-31,78,4818,62034503
08335081GEMI,Volkertshausen,2022-12-31,638,3287,5148294
08335081GEMI,Volkertshausen,2023-12-31,651,3349,5148292
08335081GEMI,Volkertshausen,2024-12-31,651,3354,5148293
08335096GEMI,Hohenfels,2022-12-31,73,2224,30490083
08335096GEMI,Hohenfels,2023-12-31,73,2229,30490085
08335096GEMI,Hohenfels,2024-12-31,73,2236,30490086
08335097GEMI,Mühlhausen-Ehingen,2022-12-31,220,3927,17817905
08335097GEMI,Mühlhausen-Ehingen,2023-12-31,224,3985,17817906
08335097GEMI,Mühlhausen-Ehingen,2024-12-31,228,4054,17817906
08335098GEMI,Bodman-Ludwigshafen,2022-12-31,169,4743,28082209
08335098GEMI,Bodman-Ludwigshafen,2023-12-31,172,4823,28083188
08335098GEMI,Bodman-Ludwigshafen,2024-12-31,172,4838,28083190
08335099GEMI,Orsingen-Nenzingen,2022-12-31,159,3542,22231391
08335099GEMI,Orsingen-Nenzingen,2023-12-31,162,3604,22231391
08335099GEMI,Orsingen-Nenzingen,2024-12-31,161,3588,22231390
08335100GEMI,Rielasingen-Worblingen,2022-12-31,657,12210,18591687
08335100GEMI,Rielasingen-Worblingen,2023-12-31,666,12375,18591634
08335100GEMI,Rielasingen-Worblingen,2024-12-31,660,12268,18591632
08336004GEMI,Aitern,2022-12-31,54,501,9206420
08336004GEMI,Aitern,2023-12-31,54,494,9206419
08336004GEMI,Aitern,2024-12-31,53,487,9206417
08336006GEMI,Bad Bellingen,2022-12-31,296,5008,16932584
08336006GEMI,Bad Bellingen,2023-12-31,298,5043,16932583
08336006GEMI,Bad Bellingen,2024-12-31,303,5134,16932578
08336008GEMI,Binzen,2022-12-31,508,2955,5812013
08336008GEMI,Binzen,2023-12-31,510,2963,5812015
08336008GEMI,Binzen,2024-12-31,514,2988,5812012
08336010GEMI,Böllen,2022-12-31,18,101,5667411
08336010GEMI,Böllen,2023-12-31,16,92,5667411
08336010GEMI,Böllen,2024-12-31,16,92,5667410
08336014GEMI,Efringen-Kirchen,2022-12-31,199,8697,43747235
08336014GEMI,Efringen-Kirchen,2023-12-31,199,8719,43747233
08336014GEMI,Efringen-Kirchen,2024-12-31,198,8683,43747215
08336019GEMI,Eimeldingen,2022-12-31,698,2480,3551953
08336019GEMI,Eimeldingen,2023-12-31,709,2517,3551951
08336019GEMI,Eimeldingen,2024-12-31,712,2529,3551951
08336024GEMI,Fischingen,2022-12-31,411,775,1886287
08336024GEMI,Fischingen,2023-12-31,411,775,1886288
08336024GEMI,Fischingen,2024-12-31,412,778,1886287
08336025GEMI,Fröhnd,2022-12-31,31,505,16194816
08336025GEMI,Fröhnd,2023-12-31,31,499,16194815
08336025GEMI,Fröhnd,2024-12-31,30,487,16194811
08336034GEMI,Hasel,2022-12-31,104,1216,11650710
08336034GEMI,Hasel,2023-12-31,108,1253,11650710
08336034GEMI,Hasel,2024-12-31,106,1237,11650711
08336036GEMI,Hausen im Wiesental,2022-12-31,456,2340,5136312
08336036GEMI,Hausen im Wiesental,2023-12-31,461,2368,5136343
08336036GEMI,Hausen im Wiesental,2024-12-31,462,2371,5136341
08336043GEMI,Inzlingen,2022-12-31,272,2579,9479524
08336043GEMI,Inzlingen,2023-12-31,268,2541,9479526
08336043GEMI,Inzlingen,2024-12-31,270,2555,9479525
08336045GEMI,"Kandern, Stadt",2022-12-31,140,8705,62257553
08336045GEMI,"Kandern, Stadt",2023-12-31,139,8624,62257555
08336045GEMI,"Kandern, Stadt",2024-12-31,140,8710,62257536
08336050GEMI,"Lörrach, Stadt",2022-12-31,1262,49694,39369639
08336050GEMI,"Lörrach, Stadt",2023-12-31,1283,50512,39369639
08336050GEMI,"Lörrach, Stadt",2024-12-31,1304,51349,39369640
08336057GEMI,Maulburg,2022-12-31,438,4274,9747288
08336057GEMI,Maulburg,2023-12-31,448,4364,9747288
08336057GEMI,Maulburg,2024-12-31,448,4366,9747285
08336069GEMI,"Rheinfelden (Baden), Stadt",2022-12-31,552,34687,62843976
08336069GEMI,"Rheinfelden (Baden), Stadt",2023-12-31,556,34958,62843971
08336069GEMI,"Rheinfelden (Baden), Stadt",2024-12-31,552,34674,62843964
08336073GEMI,Rümmingen,2022-12-31,433,1931,4457636
08336073GEMI,Rümmingen,2023-12-31,450,2008,4457634
08336073GEMI,Rümmingen,2024-12-31,446,1989,4457634
08336075GEMI,Schallbach,2022-12-31,212,837,3950173
08336075GEMI,Schallbach,2023-12-31,213,841,3950174
08336075GEMI,Schallbach,2024-12-31,216,855,3950172
08336078GEMI,Schliengen,2022-12-31,157,5898,37462240
08336078GEMI,Schliengen,2023-12-31,165,6179,37462249
08336078GEMI,Schliengen,2024-12-31,166,6200,37462232
08336079GEMI,"Schönau im Schwarzwald, Stadt",2022-12-31,164,2417,14722945
08336079GEMI,"Schönau im Schwarzwald, Stadt",2023-12-31,166,2448,14722945
08336079GEMI,"Schönau im Schwarzwald, Stadt",2024-12-31,170,2504,14722942
08336080GEMI,Schönenberg,2022-12-31,46,339,7426417
08336080GEMI,Schönenberg,2023-12-31,45,336,7426418
08336080GEMI,Schönenberg,2024-12-31,44,330,7426414
08336081GEMI,"Schopfheim, Stadt",2022-12-31,298,20212,67931308
08336081GEMI,"Schopfheim, Stadt",2023-12-31,299,20291,67931280
08336081GEMI,"Schopfheim, Stadt",2024-12-31,299,20332,67931285
08336082GEMI,Schwörstadt,2022-12-31,129,2583,20034843
08336082GEMI,Schwörstadt,2023-12-31,127,2537,20034844
08336082GEMI,Schwörstadt,2024-12-31,126,2531,20034845
08336084GEMI,Steinen,2022-12-31,224,10508,46853237
08336084GEMI,Steinen,2023-12-31,223,10425,46853237
08336084GEMI,Steinen,2024-12-31,222,10409,46853222
08336087GEMI,"Todtnau, Stadt",2022-12-31,72,5009,69752267
08336087GEMI,"Todtnau, Stadt",2023-12-31,72,5020,69752264
08336087GEMI,"Todtnau, Stadt",2024-12-31,71,4960,69752237
08336089GEMI,Tunau,2022-12-31,44,179,4046626
08336089GEMI,Tunau,2023-12-31,46,187,4046626
08336089GEMI,Tunau,2024-12-31,45,184,4046627
08336090GEMI,Utzenfeld,2022-12-31,82,603,7396641
08336090GEMI,Utzenfeld,2023-12-31,83,615,7396641
08336090GEMI,Utzenfeld,2024-12-31,81,596,7396637
08336091GEMI,"Weil am Rhein, Stadt",2022-12-31,1628,31681,19464484
08336091GEMI,"Weil am Rhein, Stadt",2023-12-31,1644,32002,19464485
08336091GEMI,"Weil am Rhein, Stadt",2024-12-31,1656,32236,19464475
08336094GEMI,Wembach,2022-12-31,184,330,1797182
08336094GEMI,Wembach,2023-12-31,179,322,1797183
08336094GEMI,Wembach,2024-12-31,169,304,1797181
08336096GEMI,Wieden,2022-12-31,44,540,12252008
08336096GEMI,Wieden,2023-12-31,46,562,12252009
08336096GEMI,Wieden,2024-12-31,46,560,12252005
08336100GEMI,Wittlingen,2022-12-31,206,926,4496746
08336100GEMI,Wittlingen,2023-12-31,208,936,4496746
